key	zh	en	es	fr	de	it	ja	ko	pt-BR	ru
ST22_STATUE/DLG_QT_2201_0	重新填充空胆汁管以换取{purgepoints}	Refill Empty Biliary Vessel in exchange for {purgepoints}	¿Rellenar Matraz Biliar Vacía a cambio de {purgepoints}	Remplir le flacon biliaire vide contre {purgepoints}	Leeres Galle-Gefäß wieder auffüllen im Austausch gegen {purgepoints}	Vuoi riempire la Boccetta biliare vuota in cambio di {purgepoints}	{purgepoints} 消費して空のフラスコ瓶を補充しますか	다음을 주고 빈 담즙 용기를 채우시겠습니까 {purgepoints}	Reabastecer o Frasco Biliar em troca de {purgepoints}	Наполнить пустую склянку для желчи за {purgepoints}
ST22_STATUE/DLG_QT_2201_ANSWER_0	填充	Fill	Rellenar	Remplir	Auffüllen	Riempi	補充する	채우기	Encher	Наполнить
ST22_STATUE/DLG_QT_2201_ANSWER_1	不	No	No	Non	Nein	No	しない	아니요	Não	Нет
ST22_STATUE/DLG_QT_2202_0	恢复生命以换取{purgepoints}	Restore Health and Bile Vessels in exchange for {purgepoints}	¿Restaurar salud y matraces biliares a cambio de {purgepoints}	Récupérer de la santé contre {purgepoints}	Gesundheit wiederherstellen im Austausch gegen {purgepoints}	Vuoi ripristinare la Salute in cambio di {purgepoints}	{purgepoints} 消費して体力とフラスコ瓶を回復しますか	다음을 주고 체력 회복 및 담즙 용기를 채우시겠습니까 {purgepoints}	Recuperar Vida em troca de {purgepoints}	Восстановить здоровье за {purgepoints}
ST22_STATUE/DLG_QT_2202_ANSWER_0	恢复	Restore	Restaurar	Récupérer	Wiederherstellen	Ripristina	回復する	회복	Recuperar	Восстановить
ST22_STATUE/DLG_QT_2202_ANSWER_1	不	No	No	Non	Nein	No	しない	아니요	Não	Нет
ST25_PONTIFF/DLG_2501_0	在我的梦里，我听到你的脚步声越来越近。在我的梦里，我试着和你说话，介绍我自己	In my dreams I heard your footsteps coming closer. In my dreams I tried to talk to you, and introduce myself.	En mi sueño vi vuestros pasos acercarse. En mi sueño quise hablaros y presentarme.	Dans mes rêves, j'ai entendu approcher vos pas. Dans mon rêve, j'ai voulu vous parler, et me présenter.	In meinen Träumen hörte ich Eure Schritte. In meinen Träumen versuchte ich, mit Euch zu sprechen und mich vorzustellen.	In sogno, ho udito i vostri passi che si appressavano. Ho cercato di parlarvi e di presentarmi.	夢の中で 近付いてくるそなたの足音を聞いた@夢の中で私はそなたに話しかけ 挨拶をしようと試みた	꿈속에서 너의 다가오는 발소리를 들었다. 꿈속에서 나는 너와 대화하고 날 소개하려 했지.	Escuto, em meus sonhos, seus passos se aproximando. Tento, ainda no sonho, falar com você e me apresentar.	В снах своих я слышал приближение твоих шагов. В снах своих пытался говорить с тобой и сказать тебе имя мое.
ST25_PONTIFF/DLG_2501_1	奇迹的守护者，奇迹旗帜的守护者，我怀着巨大的痛苦带着圣父的徽章	Guardian of the Miracle, and of the Miracle banner, with great pain, I carry the emblem of the Father.	Guardián del Milagro, y del Milagro, estandarte, con gran dolor cargo el símbolo del Padre.	Gardien du Miracle, et de l'étendard du Miracle, avec grande douleur, je porte l'emblème du Père.	Wächter des Mirakels und des Banners des Mirakels, unter großen Schmerzen trage ich das Emblem des Vaters.	Del Miracolo guardiano e vessillo, con gran pena, porto il simbolo del Padre.	奇蹟の守護者にして 奇蹟の旗印の守護者@大いなる苦痛を授かりしこの私は 父なる神の紋章を携える者である	난 기적의 수호자이며, 기적 깃발의 수호자이고, 큰 고통과 함께 신의 문장을 지고 있다.	Guardião do Milagre, e do estandarte do Milagre, com dor intensa, carrego o emblema do Pai.	Хранитель Чуда и знамя Чуда, с нестерпимой болью несу я символ Отца.
ST25_PONTIFF/DLG_2501_2	我是沾满鲜血的双手，我是神母凝视的眼睛	I am the hands of bloodied skin, I am the eyes from which our Mother gazes.	Soy las manos de piel de sangre, soy los ojos por los que mira nuestra Madre.	Je suis les mains de la peau ensanglantée, je suis les yeux d'où notre Mère observe.	Ich bin die Hände blutiger Haut, ich bin die Augen, aus denen unsere Mutter blickt.	Io sono le mani dalla pelle insanguinata, io sono gli occhi con cui la Nostra Madre ci osserva.	私は血濡れの皮膚の御手にして 我らが母なる神の目である	난 피 묻은 손이며 성모가 바라보는 눈이다.	Sou as mãos da pele ensanguentada, sou os olhos com os quais nossa Mãe observa.	Я – руки с окровавленной кожей, я – глаза, коими зрит Мать наша.
ST25_PONTIFF/DLG_2501_3	但我对你一无所知，除了你那冷酷的、无名的面孔	But nothing I know of you, apart from your cold, nameless visage.	Mas nada sé de vos, nada que no sea vuestro frío rostro sin nombre.	Mais je ne sais rien de vous, hormis votre visage froid et anonyme.	Aber ich kenne nichts von Euch als Euer kaltes, namenloses Antlitz.	Ma non conosco niente di voi, a parte il vostro algido viso senza nome.	だがその冷たい 名もなき貌以外 そなたのことは知らない	하지만 난 네 차갑고 이름 없는 얼굴을 제외하고는 너에 대해 아는 것이 없다.	Mas nada sei sobre você, além da face fria e anônima.	Но о тебе мне ничего не ведомо, кроме лика твоего – холодного и безымянного.
ST25_PONTIFF/DLG_2501_4	除了你那长满老茧、伤痕累累的双手。除了哀悼你的死亡	Apart from your callused and wounded hands. Apart from the mourning of your deaths.	Que no sean vuestros callos y vuestros cortes. Que no sea el luto de vuestras muertes.	Hormis vos mains calleuses et blessées. Hormis le deuil de vos morts.	Außer Euren schwieligen, verwundeten Händen. Außer dem Klagen Eurer Tode.	A parte le vostre mani callose e ferite. A parte i lutti delle vostre morti.	傷だらけのその硬くなった両手 そなたの死の哀悼以外……	굳은살과 상처가 난 손을 제외하고는 아는 것이 없다. 네 죽음의 애도를 제외하고는 아는 것이 없다.	Além de suas mãos calejadas. Além do luto de suas mortes.	Кроме твоих мозолистых израненных дланей. Кроме стонов смертей твоих.
ST25_PONTIFF/DLG_2501_5	不。我对你一无所知，只有奇迹才知道你	No. I know nothing of you, only the Miracle knows.	No. Nada sé de vos, solo el Milagro sabe.	Non. Je ne sais rien de vous, seul le Miracle sait.	Nein. Ich weiß nichts über Euch, nur das Mirakel kennt Euch.	No. Non so niente di voi. Solo il Miracolo sa.	いいや　そなたのことを知るのは 奇蹟のみ	난 너에 관해 아무것도 모르며, 오직 기적만이 너를 아신다.	Não. Não sei nada sobre você, só o Milagre sabe.	Нет. Я ничего о тебе не ведаю – ведает лишь Чудо.
ST25_PONTIFF/DLG_2502_0	你打碎了你看见我睡着的那面镜子	You have shattered the mirror in which you saw me asleep.	Habéis roto el espejo en el que me veíais dormido.	Vous avez brisé le miroir où vous me voyiez dormir.	Ihr habt den Spiegel zerschlagen, in dem Ihr mich schlafen saht.	Avete mandato in frantumi lo specchio in cui mi avete visto addormentato.	そなたは 私の眠る姿が映された鏡を粉々に砕いた	넌 내가 잠들어 있던 모습이 있는 거울을 깨뜨렸다.	Você estilhaçou o espelho no qual me viu dormindo.	Ты разбил зеркало, в коем узрел меня спящим.
ST25_PONTIFF/DLG_2502_1	现在你看到我醒来，乃是奇迹之子	Now you see me awoken as the son of the True Miracle.	Ahora me veis despierto como hijo del Milagro Verdadero.	Maintenant, vous me voyez éveillé, fils du véritable Miracle.	Nun seht Ihr mich erwacht, Sohn des Wahren Mirakels.	Ora mi vedete destato, come figlio del vero Miracolo.	真なる奇蹟の御子として 私はここに目を覚まそう	이제 넌 진정한 기적의 아들로 깨어난 날 보고 있다.	Agora me vê desperto como o filho do Milagre Real.	И теперь видишь меня как сына Истинного Чуда.
ST25_PONTIFF/DLG_2503_0	现在，愿你充满罪恶的剑能够与我的金剑相撞吧	Now, may your sword full of guilt, with mine of gold, collide.	Ahora, que tu espada llena de culpa, con la mía de oros, choque.	Mais puisse votre épée de culpabilité à la mienne faite d'or se heurter.	Möge nun Euer schuldbeladenes Schwert mit dem meinigen aus Gold zusammentreffen.	Adesso, che la vostra spada piena di Colpa s'incroci con la mia lama d'oro.	罪を抱えしそなたの剣 黄金に輝く私の剣を ぶつけ合おうではないか	이제 너의 죄로 가득한 검과 나의 금이 충돌하기를.	Agora, que a sua espada cheia de culpa, com a minha repleta de ouro, colidam.	Так скрестится же меч твой, исполненный вины, со златым мечом моим.
ST25_PONTIFF/DLG_2503_1	让它们受伤，列队前进	Let them hurt and march in procession.	Deja que se duelan y en procesión marchen.	Que leur douleur et leurs pas aillent en procession.	Lasst sie leiden und in Prozession marschieren.	Lasciate che patiscano e marcino in processione.	お互いを傷付けあい 歩ませるのだ	그들에게 상처를 주고 행렬에서 나아가기를.	Que elas firam e marchem em procissão.	Пусть несут боль и пополнят процессию.
ST25_PONTIFF/DLG_2503_2	我永远诅咒你的名字	I curse you forever in name.	Por siempre os maldigo en el nombre.	Je maudis à jamais votre nom.	Ich verfluche Euch für immer im Namen.	Per sempre maledico il vostro nome.	そなたの名を 私は永遠に呪おう	이름으로 널 영원히 저주한다.	Eu amaldiçoo eternamente seu nome.	Проклинаю имя твое во веки веков.
ST25_PONTIFF/DLG_2503_3	我永远祝福你的死亡	I bless you forever in death.	Por siempre os bendigo en la muerte.	Je vous bénis à jamais dans la mort.	Ich verfluche Euch für immer im Tod.	Per sempre benedico voi nella morte.	そなたの死を 私は永遠に祝福しよう	죽음으로 널 영원히 축복한다.	Eu te abençoo eternamente na morte.	В смерти благословляю тебя во веки веков.
Sword/HE01_CAPTION	烟火香心	Smoking Heart of Incense	Humeante Corazón de Incienso	Cœur fumant d'encens	Weihrauchherz	Cuore fumante d'Incenso	煙る香炉の心臓	향이 피어 오르는 심장	Coração Fumegante de Incenso	Дымящееся сердце из фимиама
Sword/HE01_DESCRIPTION	提升祷文的持续时间与效力，但也会增加信仰的消耗	Enhances the power and duration of Prayers, but also increases their cost by one Fervour bar.	Aumenta el daño y la duración de los rezos, pero a cambio aumenta su coste en una barra de fervor extra.	Augmente la puissance et la durée des prières, mais augmente aussi leur coût d'une barre de ferveur.	Verstärkt die Kraft und Ausdauer von Gebeten, erhöht aber auch deren Kosten auf der Inbrunst-Leiste.	Aumenta la potenza e la durata delle preghiere, facendone crescere anche il costo di una barra del Fervore.	祈詞の威力と持続時間を強化す@るが、発動に必要な熱情がバー@１つ分増加する。	기도문의 위력과 지속시간이 증가하는 대신 사용하는 열정이 한 칸 증가한다.	Aumenta o poder e a duração das Orações, mas também aumenta seu custo em uma barra de Fervor.	Увеличивает силу и время действия молитв, но также увеличивает затраты рвения на их произнесение на одно деление.
