key	zh	en	es
ST202_PERPETUA/DLG_20202_0	你倒在了奇迹狂热的欺诈面前，它占据了我的面容和甲胄，但是我的声音现在仍是纯洁而自由的	You fell before a deception, created by the Miraculous Zeal, that possessed my face and armour but not my voice, which is now free from sin and dominion.	Fuisteis vencidos por la mentira, creada por el Empeño Milagroso, que poseía mi rostro y mi armadura mas no mi voz, ahora libre de pecado y dominio.
ST202_PERPETUA/DLG_20202_1	不过我可以看到你的意志远胜过任何躯体和死亡带来的痛苦，这不会让你在旅途中退缩	But I could see that your will is greater than any pain in your body and in your deaths, and that they will not hold you back in the journey ahead.	Pero pude comprobar que vuestra voluntad es mayor que cualquier dolor en vuestro cuerpo y en vuestras muertes, y que no os detendrán en la travesía que os queda por delante.
ST202_PERPETUA/DLG_20203_0	你可以戳穿奇迹狂热的谎言，它占据了我的面容和甲胄，但是我的声音现在仍是纯洁而自由的	You were able to defeat the lie created by the Miraculous Zeal that possessed my face and armour but not my voice, which is now free of sin and dominion.	Pudisteis vencer a la mentira creada por el Empeño Milagroso, que poseía mi rostro y mi armadura mas no mi voz, que ahora está libre de pecado y dominio.
ST202_PERPETUA/DLG_20203_1	然而我看到了你心中和手上的罪孽，确实需要你如此费力的苦修	However, I see in you that the guilt that weighs so heavily in both your heart and hands is deserving of such arduous penance.	Observo en vos, sin embargo, que las culpas que cargáis tanto en pecho como en manos son merecedoras de tal ardua penitencia.
ST202_PERPETUA/DLG_20204_0	你有了这种力量，我的兄弟埃达斯认定你会与教会为敌，他请求我进行祝福，防止你们踏入这片圣地	Such is your strength that my brother Esdras, convinced that you will commit crimes against the Church, has asked for my blessing to prevent you accessing such a sacred place.	Tal es vuestra firmeza que mi hermano Esdras, convencido de unos delitos contra la Iglesia que vais a cometer, solicita mi bendición para impediros el acceso a tan sacro recinto.
ST202_PERPETUA/DLG_20204_1	忏悔者，我看到了不同的道路，你的最终目的地既不是圣母大教堂高墙后面的禁地，也不是圣地	Penitent One, I have seen a different path for you, whose ultimate destination is neither the forbidden nor the sacred places kept behind the high walls of Mother Church.	Penitente, he podido ver un camino diferente para vos, cuyo destino último no es lo prohibido ni lo sagrado que guardan los altos muros de la Iglesia Madre.
ST202_PERPETUA/DLG_20204_2	它要高于一切，甚至高于梦境的大厅	Rise above all that, above even the halls of the Dream.	Asciende más allá de todo aquello, más allá incluso de las estancias del Sueño.
ST202_PERPETUA/DLG_20204_3	我的声音有限，它不能驱散所有无形的迷雾，这些迷雾笼罩在真相周围，一直在误导着我们	This voice of mine is limited, it cannot disperse all the invisible mists that tangle up the truth and mislead us.	Esta voz mía es limitada, no puede disipar todas las nieblas invisibles en las que la verdad se enreda y nos confunde.
ST202_PERPETUA/DLG_20204_4	你一定要与我的兄弟会面。他会在通往圣容之门的桥上等你	You must meet with my brother. He will be waiting for you on the bridge that leads to the Door of the Holy Visages.	Debéis encontraros con mi hermano. Él os estará esperando en el puente que precede a la Puerta de los Santos Rostros.
ST202_PERPETUA/DLG_20204_5	收下这块肩胛骨吧，它的光辉会告诉他我已经祝福过你了，在此之前他一定会下跪。他对我的爱一向深沉	Take this scapular, whose sheen will tell him you have my blessing, and before which he will surely fall to his knees. As he loves me, deeply.	Tomad este escapulario, cuyo brillo le hará saber que contáis con mi bendición, ante la cual caerá arrodillado por el amor que me profesa.
ST202_PERPETUA/DLG_20204_6	到那时，他的耳边会响起我轻柔的耳语，我会恳求他帮你的	At that moment, my soft whisper will reach his ears, beseeching him to assist you.	Será entonces cuando le susurre con dulzura al oído que os asista.
ST202_PERPETUA/DLG_20205_0	忏悔者，你击败了我的兄弟，现在他远在天边，我的声音无法传达	Penitent One, you have defeated my brother and now he is in a faraway place where my voice does not reach.	Penitente, habéis vencido a mi hermano y ahora se encuentra en un lugar lejano al que ya no llega mi voz.
ST202_PERPETUA/DLG_20205_1	我无法求他帮你解开这些在我们面前不断编织的阴影，因为它们所保护的，是业已遗失的真相	I cannot ask him to help you unravel these shadows that keep weaving themselves before us, for they protect a truth that is now lost to us.	No le puedo pedir que os ayude a destramar estas tinieblas que no paran de tejerse ante nosotros, pues protegen una verdad que ya no puede ser revelada.
ST202_PERPETUA/DLG_20205_2	神迹像你一样，总是捉摸不透	Like you, the Miracle perpetuates its obscurity.	El Milagro, como vos, perpetúa su anonimato.
ST202_PERPETUA/DLG_20205_3	请离开我去照看我的兄弟吧，纵使海洋、天空和赤红的地平线让我们各处一隅	Leave me now to watch over my brother even if seas, skies and red horizons separate us.	Dejadme ahora velar a mi hermano aunque nos separen mares, cielos y rojos horizontes.
ST202_PERPETUA/DLG_20205_4	去吧，忏悔者	Go, Penitent One.	Marchaos, Penitente.
ST202_PERPETUA/DLG_20206_0	勇往直前吧，忏悔者	Go fearlessly, Penitent One.	Marchad, Penitente en el arrojo.
ST202_PERPETUA/DLG_20207_0	我们第一次交锋的伤口早已愈合	The wounds of our first confrontation healed long ago.	Las heridas de nuestro primer enfrentamiento cicatrizaron hace mucho.
ST202_PERPETUA/DLG_20207_1	即便如此，我也能看出你的志向是多么坚定，任何事情都动摇不了你	Even then I could see how unyielding you were in your purpose and that nothing would cause you to waver.	Ya entonces pude comprobar lo inflexible de vuestro propósito y que nada os hará claudicar.
ST203_ABNEGATION/DLG_20301_0	静默台阶的忏悔者	Penitent One of the silent steps.	Penitente de pasos mudos.
ST203_ABNEGATION/DLG_20301_1	看这淡金的面孔，双目之处尽是空洞	Approach this face of pale gold, with empty sockets instead of eyes.	Acercaos a este rostro de oro pálido, de vacías cuencas en vez de ojos.
ST203_ABNEGATION/DLG_20301_10	找到我的双目，忏悔者。只有这样，我才能告诉你秘密	Find my eyes, Penitent One. For only then will I be able to reveal my secret to you.	Encontrad mis ojos, Penitente. Solo así podré revelaros mi secreto.
ST203_ABNEGATION/DLG_20301_2	你前面就是三言节树，而我就被这东西所束缚	You stand before the roots of the knotted tree of the Three Words, for these form the bars of my captivity.	Estáis ante las raíces del árbol anudado de las Tres Palabras, pues estas son las rejas de mi cautiverio.
ST203_ABNEGATION/DLG_20301_3	他们说我的话都是假的，而这幅脸面也尽是谎言…	They claim that my words are false and that mine is the face of deception...	Dicen que mi palabra es falsa, que este es el rostro del engaño...
ST203_ABNEGATION/DLG_20301_4	正因如此，我被其他的三个兄弟流放，它们就是圣容守卫	And for this reason, I have been exiled from my three other brothers, the Holy Guardian Visages.	Y por eso he sido alejado de mis otros tres hermanos, los Santos Rostros Custodiantes.
ST203_ABNEGATION/DLG_20301_5	他们背叛了我，对我施刑，挖出了我的双眼，这样我就再也无法见识真理	They betrayed me, punished me and ripped out my eyes, so I could no longer be a witness to the truth.	Me traicionaron, me castigaron y me arrebataron los ojos, dejando así de ser testigo de la verdad.
ST203_ABNEGATION/DLG_20301_6	如今我的身边只有无尽的黑暗	Now there is only infinite darkness around me.	Ahora solo hay infinita negrura a mi alrededor.
ST203_ABNEGATION/DLG_20301_7	愿你的慈心帮助你找到我失窃的金目	May your compassion help you in the search for my stolen, golden eyes.	Que vuestra misericordia os ayude en la búsqueda de mis dorados ojos robados.
ST203_ABNEGATION/DLG_20301_8	其中一个可以在满是骸骨、灰烬和歌声的地方找到	One of them can be found in a place inhabited by bone, ash and song.	Uno de ellos se encuentra en un lugar habitado por restos óseos, desde el cual puede oírse un melodioso canto.
ST203_ABNEGATION/DLG_20301_9	另一个可以在干涸的海洋中找到，船只将在可怕的雷声中驶向死亡	The other can be found in a dried-up sea, to which ships head to die amidst the terrible thunder.	El otro se encuentra en un mar seco, donde los barcos se dirigen para morir bajo terribles truenos.
ST203_ABNEGATION/DLG_20302_0	哦…即便在这里，离地面数层之远，我也会感到眩晕	Oh... Even in this place, beneath so many floors, I am bedazzled.	Oh... Incluso en este lugar, bajo tantos suelos, me encuentro deslumbrado.
ST203_ABNEGATION/DLG_20302_1	但是无论如何也要祝福炫目强光，因为它的背后总是藏着美德的种子	But blessed be the light whose intensity blinds, for behind it lies always a seed of virtue.	Mas bienaventurada sea la luz cuya intensidad ciega, pues tras ella siempre hay un germen de virtud.
ST203_ABNEGATION/DLG_20302_2	找到我另一只眼，善良的忏悔者	Find my other eye, oh merciful Penitent One.	Encontrad mi otro ojo, Penitente misericorde.
ST203_ABNEGATION/DLG_20303_0	你找到了我的眼…	You have found my eyes...	Habéis recuperado mis ojos...
ST203_ABNEGATION/DLG_20303_1	现在我可以看到这个可怕的地方了，长久以来，我竟久拘于此…	Now I can see this terrible place, this prison of what I am and have been for so very long...	Ahora puedo ver este terrible lugar, prisión de lo que soy y lo que fui durante largo tiempo...
ST203_ABNEGATION/DLG_20303_2	忏悔者，听好了	Penitent One, listen carefully.	Penitente, escuchad con atención.
ST203_ABNEGATION/DLG_20303_3	在最炽热的灵魂中，在最虔诚的内心中，存在着能够削弱知觉并控制意志的种子：	In the most fervent souls, in the most devout hearts lives the seed that lulls the consciousness and controls the will	En las almas más fervorosas, en los corazones más devotos, habita la semilla que duerme a las conciencias, que controla la voluntad
ST203_ABNEGATION/DLG_20303_4	它们是远方神圣禁地的无形锁链	They are the links of invisible chains that hail from remote, sacred and forbidden places.	Son unas cadenas de eslabones invisibles que proceden de lugares remotos, sagrados y prohibidos.
ST203_ABNEGATION/DLG_20303_5	那里就是至高意志所在之处	From where the High Wills dwell.	Donde moran las Altas Voluntades.
ST203_ABNEGATION/DLG_20303_6	我被逐出梦境之后，就一直保守着这个，如今我将会把它交给你	I am going to give you that which I have been protecting since I was banished from the Dream.	Voy a entregaros lo que he estado protegiendo desde que fui desterrado del Sueño.
ST203_ABNEGATION/DLG_20303_7	收下这个，这是你那把孽刃的真心	Here, take it. This is the True Heart of your guilty blade.	Tomad, este es el Corazón Verdadero de vuestra espada culpable.
ST203_ABNEGATION/DLG_20305_0	愿你的慈心帮助你找到我失窃的双眼	May your compassion help you find my stolen eyes.	Que vuestra misericordia os ayude a encontrar mis ojos robados.
ST203_ABNEGATION/DLG_20305_1	只有这样，我才能告诉你秘密	For only then will I be able to reveal my secret to you.	Pues solo así podré revelaros mi secreto.
ST203_ABNEGATION/DLG_20306_0	忏悔者，帮我寻找另一只眼	Penitent One, find my other eye.	Penitente, encontrad mi otro ojo.
ST203_ABNEGATION/DLG_20306_1	只有这样，我才能告诉你秘密	For only then will I be able to reveal my secret to you.	Pues solo así podré revelaros mi secreto.
ST203_ABNEGATION/DLG_20307_0	有了这颗真心，你就可以唤醒你宝剑的真罪了，这可以刺穿神迹之幕所笼罩的心脏	With this heart you will awaken the true guilt of your sword, enabling you to pierce the hearts shrouded by the Miracle's veil.	Con este corazón despertaréis la verdadera culpa de vuestra espada, para así romper lo que el Milagro no permite ver.
ST203_ABNEGATION/DLG_20308_0	这个灵魂的信仰告白刻在头盔上，是所有人心中最为真实、正义、坚定的信仰，现在让它从枷锁中解脱吧	Cast off the chains from the soul whose profession of faith, engraved on her helmet, is the truest, most righteous and unwavering of all.	Liberad de las cadenas al alma cuya profesión de fe, grabada en su yelmo, es la más ciega, la más recta e inquebrantable de todas.
